isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
1412,8,Restaurant Managers,"Taking reservations, greeting guests and assisting in taking orders;",0.38,Minimal Exposure,The Big Uknown,0.36,predicted,2025
1412,9,Restaurant Managers,Negotiating arrangements with clients and suppliers;,0.2575,Minimal Exposure,The Big Uknown,0.36,predicted,2025
1412,10,Restaurant Managers,Ensuring compliance with occupational health and safety regulations.,0.265,Minimal Exposure,The Big Uknown,0.36,predicted,2025
2111,1,Physicists and Astronomers,"Conducting research and improving or developing concepts, theories, instrumentation, software and operational methods related to physics and astronomy;",0.5125,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,2,Physicists and Astronomers,"Conducting experiments, tests and analyses on the structure and properties of matter in fields such as mechanics, thermodynamics, electronics, communications, power generation and distribution, aerodynamics, optics and lasers, remote sensing, medicine, sonics, magnetism, and nuclear physics;",0.29,Exposed: Gradient 1,Augmentation Potential,0.38,reconciled,2025
2111,3,Physicists and Astronomers,"Evaluating results of investigations and experiments and expressing conclusions, mainly using mathematical techniques and models;",0.56,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,4,Physicists and Astronomers,"Applying principles, techniques and processes to develop or improve industrial, medical, military and other practical applications of the principles and techniques of physics or astronomy;",0.455,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,5,Physicists and Astronomers,Ensuring the safe and effective delivery of radiation (ionising and non-ionising) to patients to achieve a diagnostic or therapeutic result as prescribed by a medical practitioner;,0.185,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,6,Physicists and Astronomers,Ensuring the accurate measurement and characterization of physical quantities used in medical applications;,0.263,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,7,Physicists and Astronomers,"Testing, commissioning and evaluating equipment used in applications such as imaging, medical treatment and dosimetry;",0.25,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,8,Physicists and Astronomers,Advising and consulting with medical practitioners and other health care professionals in optimizing the balance between the beneficial and deleterious effects of radiation;,0.2575,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,9,Physicists and Astronomers,"Observing, analysing and interpreting celestial phenomena and developing methods, numerical models and techniques to extend knowledge of fields such as navigation, satellite communication, space exploration, celestial bodies and cosmic radiation;",0.5425,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,10,Physicists and Astronomers,"Developing, implementing and maintaining standards and protocols for the measurement of physical phenomena and for the use of nuclear technology in industrial and medical applications;",0.3525,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2111,11,Physicists and Astronomers,Preparing scientific papers and reports.,0.51,Exposed: Gradient 1,Augmentation Potential,0.38,predicted,2025
2112,1,Meteorologists,"Investigating direction and speed of air movements, pressures, temperatures, humidity, physical and chemical transformation of pollutants and other phenomena such as cloud formation and precipitation, electrical disturbances or solar radiation;",0.56,Exposed: Gradient 3,The Big Uknown,0.54,reconciled,2025
2112,2,Meteorologists,"Studying data collected from meteorological stations, radar and satellite imagery and computer model output to plot and forecast weather conditions;",0.6525000000000001,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
2112,3,Meteorologists,"Preparing and reporting short-term or long-term weather maps, forecasts and warnings relating to atmospheric phenomena such as cyclones, storms and other hazards to life and property and disseminating information about atmospheric conditions through a variety of media including radio, television, print and the Internet;",0.63,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
2112,4,Meteorologists,"Conducting experiments in fog dispersal, cloud seeding, rain enhancement and other types of weather modification programmes;",0.26,Exposed: Gradient 3,The Big Uknown,0.54,reconciled,2025
2112,5,Meteorologists,Developing and testing mathematical computer models of weather and climate for experimental or operational use;,0.6375,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
2112,6,Meteorologists,Participating in studies of the effect of weather on the environment;,0.43,Exposed: Gradient 3,The Big Uknown,0.54,reconciled,2025
2112,7,Meteorologists,"Analysing the impact of industrial projects and human activity on the climate and quality of the air and working with the social science, engineering and economic communities to develop appropriate mitigation strategies;",0.4925,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
2112,8,Meteorologists,"Engaging in the design and development of new equipment and procedures for meteorological data collection, remote sensing, or for related applications;",0.6,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
2112,9,Meteorologists,"Conducting research on and improving or developing concepts, theories and operational methods related to the composition, structure and dynamics of the atmosphere and preparing scientific papers and reports on the outcome of this research.",0.565,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
2113,1,Chemists,"Conducting research and improving or developing concepts, instruments, theories and operational methods related to chemistry;",0.55,Minimal Exposure,Not affected,0.39,predicted,2025
2113,2,Chemists,"Conducting experiments, tests and analyses to investigate chemical composition and energy and chemical changes in various natural or synthetic substances, materials and products;",0.3675,Minimal Exposure,Not affected,0.39,predicted,2025
2113,3,Chemists,"Developing procedures for environmental control, quality control and various other procedures for manufacturers or users;",0.385,Minimal Exposure,Not affected,0.39,predicted,2025
2113,4,Chemists,Conducting programmes of sample and data collection and analysis to identify and quantify environmental toxicants;,0.385,Minimal Exposure,Not affected,0.39,predicted,2025
2113,5,Chemists,"Participating in interdisciplinary research and development projects working with chemical engineers, biologists, microbiologists, agronomists, geologists or other professionals;",0.35,Minimal Exposure,Not affected,0.39,predicted,2025
2113,6,Chemists,Using micro-organisms to convert substances into new compounds;,0.225,Minimal Exposure,Not affected,0.39,predicted,2025
2113,7,Chemists,Determining ways to strengthen or combine materials or develop new materials.,0.29,Minimal Exposure,Not affected,0.39,predicted,2025
2113,8,Chemists,Reproducing and synthesizing naturally occurring substances and creating new artificial substances;,0.425,Minimal Exposure,Not affected,0.39,predicted,2025
2113,9,Chemists,Preparing scientific papers and reports.,0.51,Minimal Exposure,Not affected,0.39,predicted,2025
2114,1,Geologists and geophysicists,"Conducting research and improving or developing concepts, theories and operational methods related to geology and geophysics;",0.39,Minimal Exposure,Not affected,0.36,predicted,2025
2114,2,Geologists and geophysicists,"Studying composition and structure of the Earth's crust, examining rocks, minerals, fossils and other materials to determine processes affecting the development of the Earth, trace evolution of past life, establish nature and chronology of geological formations and assess their commercial applications;",0.2775,Minimal Exposure,Not affected,0.36,predicted,2025
2114,3,Geologists and geophysicists,"Interpreting research data and preparing geological reports, maps, charts and diagrams, reports and papers;",0.485,Minimal Exposure,Not affected,0.36,predicted,2025
2114,4,Geologists and geophysicists,"Applying geological knowledge to problems encountered in civil engineering projects such as the construction of dams, bridges, tunnels, and large buildings; and land reclamation projects;",0.335,Minimal Exposure,Not affected,0.36,predicted,2025
2114,5,Geologists and geophysicists,"Using various remote sensing programmes to investigate and measure seismic, gravitational, electrical, thermal, and magnetic forces affecting the Earth;",0.38,Minimal Exposure,Not affected,0.36,predicted,2025
2114,6,Geologists and geophysicists,"Estimating weight, size and mass of the Earth and composition and structure of its interior, and studying the nature, activity and predictability of volcanoes, glaciers and earthquakes;",0.27,Minimal Exposure,Not affected,0.36,predicted,2025
